retailerId|mobile|masterAppOrderId|appOrderId|transactionAmount|orderDate|orderStatus|paymentMode|paymentMethod|paymentDesc|gstId
--|40|ufyrc|bfibyssipftye|29.210787|2023-04-22|Delivered|zuphvfmq|UPL|--|--
--|44|rjcjtmcvokzhm|uhoycohvuw|42.928223|2023-01-24|Delivered|jcglztmtfxeaj|{classsize=0.20|--|--
--|52|bfeocdpzabtbo|rjgpqn|78.014465|2023-04-09|Delivered|osiqsevlxuo|{classsize=0.20|--|--
--|55|ndckpvytlfjoo|tllpywbe|63.58144|2023-07-09|Delivered|hmaapcwkakffg|{classsize=0.20|--|--
--|22|bkdctv|vpntcnaupc|42.440094|2023-07-21|Delivered|inrmxsoqbyxqdf|UPL|--|--
--|24|anekhep|hooud|33.252815|2023-04-01|Delivered|pynyvabkwdi|Credit|--|--
--|34|qttvus|uqlvstvhrr|42.151882|2023-07-09|Delivered|mddksxelx|Credit|--|--
--|14|xthvdavl|dgytqufsfozy|3.5877578|2023-02-04|Delivered|xhpvofxzjipox|Credit|--|--
--|74|vyqpyh|gqyyqvgr|88.08114|2023-04-29|Delivered|ttcaufwev|Credit|--|--
--|82|lwjmejyiijadw|vamfvhfv|0.5878976|2023-02-12|Delivered|vmfnyyze|Credit|--|--
--|4|msapfdwbfo|hounibzz|7.3462276|2023-04-13|Delivered|zayixo|{classsize=0.20|--|--
--|39|fkihltms|wqpigoff|71.36027|2023-07-22|Delivered|bqeigcm|UPL|--|--
--|61|lmalchpfz|xxnsapo|47.084946|2023-02-05|Delivered|lknchaiehmwgx|Credit|--|--
--|43|tpcqr|gboqa|83.41168|2023-02-15|Delivered|sowwrfogg|UPL|--|--
--|6|tvrwqx|uubcgyqj|10.714817|2023-01-12|Delivered|cmykhwy|UPL|--|--
--|80|iuhrxbf|ugikmrakve|42.503914|2023-06-06|Delivered|ckiqagjcv|{classsize=0.20|--|--
--|85|zasulxnzskff|ybheacmkcdeaej|5.1370106|2023-07-23|Delivered|eifxvvgvo|{classsize=0.20|--|--
--|57|fzejgdvfsdna|kcswsyq|20.085274|2023-02-23|Delivered|rajlpqeybo|Credit|--|--
--|32|zwohyybbv|esrpglerzjjd|2.3995123|2023-05-10|Delivered|njgurwkaykn|{classsize=0.20|--|--
--|22|kdzlanncfr|aonqzwvelsmfx|6.314238|2023-05-10|Delivered|zbtlesmdt|Credit|--|--
--|10|gahrcn|gzpmwdvileolm|44.33511|2023-07-17|Delivered|dbqrvrsgspsjr|{classsize=0.20|--|--
--|0|zhkijxdljazz|uxzxgsewu|29.690723|2023-07-13|Delivered|vrtsg|{classsize=0.20|--|--
--|26|oemanxfaqe|krfstlfxojq|43.689888|2023-07-26|Delivered|pvbowrxkpkjgwf|UPL|--|--
--|46|gtncpeaqtifrm|framgpjdlvpu|9.310693|2023-08-05|Delivered|gifihntzu|UPL|--|--
--|89|bfiwlih|lszzqfdmy|60.25781|2023-03-07|Delivered|xnbnw|UPL|--|--
--|35|veajgilkksgrbg|tjpjumnsq|30.759632|2023-06-12|Delivered|qfbzhr|{classsize=0.20|--|--
--|27|mgkwmiqt|ynhncbrugvmios|55.53703|2023-05-20|Delivered|bjmvmqxg|{classsize=0.20|--|--
--|27|toykxmzbpiv|bednffrdq|61.660603|2023-03-11|Delivered|dknknzrlnu|UPL|--|--
--|38|ewfaazovvwumqb|drtnsoufmjfgm|54.42356|2023-02-24|Delivered|dmazs|UPL|--|--
--|69|jihai|axkaxqvsdafk|47.89243|2023-02-23|Delivered|gwhiyqn|UPL|--|--
--|52|fdtegijau|ttvamnlrzonm|67.45794|2023-01-28|Delivered|hvygxdcmer|Credit|--|--
--|73|djgclwnfnoko|yjsutszh|56.49372|2023-02-07|Delivered|cyzunccy|Credit|--|--
--|38|cvmlpyelymi|eyziadei|52.14044|2023-05-09|Delivered|umhnhym|Credit|--|--
--|51|micsfvoyy|pgazc|56.268257|2023-07-22|Delivered|txnikyxn|UPL|--|--
--|9|sjlecqj|wlwzcknmzts|16.830599|2023-05-04|Delivered|kdjzezquae|Credit|--|--
--|14|ofrdysfjlo|cffobolb|52.107456|2023-03-15|Delivered|fsfkbakkk|Credit|--|--
--|60|lciaxgfts|jxmhn|95.746506|2023-04-16|Delivered|ccehhivbub|UPL|--|--
--|19|rqzvzekwxcg|hpwnys|14.045488|2023-03-26|Delivered|uhgtmcx|{classsize=0.20|--|--
--|52|smfxsbfksxtti|vqqbgwyjyw|48.579628|2023-05-05|Delivered|hgefgykmvaac|Credit|--|--
--|99|qkyjwe|sbkuou|67.06268|2023-07-01|Delivered|eifbnxa|UPL|--|--
--|55|qnetocqljxzkbn|wvarwjwhdvdwv|63.24075|2023-05-06|Delivered|qcrmmfkfy|UPL|--|--
--|63|hbwzwhexxnbp|rrtcytsgb|32.65285|2023-05-31|Delivered|qgjsjczajpvd|Credit|--|--
--|21|awnvlb|zqivsawjqmcmt|65.25258|2023-08-02|Delivered|zhzjcxjoxzrm|{classsize=0.20|--|--
--|5|gpuwotryyck|rmwacrmxagfm|38.170177|2023-01-30|Delivered|uxzyhprefytr|UPL|--|--
--|58|igthqubbcu|jkukkv|62.30476|2023-04-26|Delivered|gtkelch|UPL|--|--
--|37|etseunk|gzpbjxaynrkn|34.971214|2023-07-07|Delivered|azkvvfbcp|{classsize=0.20|--|--
--|60|ulbtqqsfbfsli|gyzzgbzkd|77.486855|2023-01-11|Delivered|dolzhjqt|Credit|--|--
--|97|cxacaatculympt|dmskrlqrcyskff|91.36773|2023-05-01|Delivered|lqvtrwjrfqbn|UPL|--|--
--|93|pyltnnidolz|wawvwmnkipg|49.7149|2023-03-02|Delivered|vgiisvemnexpzj|UPL|--|--
--|46|eglwmpjobzh|lzcnja|51.40594|2023-08-04|Delivered|htbzjav|{classsize=0.20|--|--
--|65|urqwzgvhduvmyt|qrnmcfqgq|4.8672514|2023-01-10|Delivered|pujpwq|{classsize=0.20|--|--
--|20|sqfcbhbcfybajf|tpnzsapggkgzt|75.4878|2023-05-03|Delivered|bmojbdqltayywx|{classsize=0.20|--|--
--|74|wxcjagwlx|cpuyvbn|26.145199|2023-05-10|Delivered|vhjtb|{classsize=0.20|--|--
--|82|nwbvxqsgb|jkdenps|3.8499408|2023-04-08|Delivered|haddqv|Credit|--|--
--|36|vcqmcrezzgikwl|vbgqw|77.17414|2023-04-04|Delivered|toncn|UPL|--|--
--|19|kgzfvifpnss|oaqhbvqoi|8.915895|2023-06-24|Delivered|fcverugqdros|{classsize=0.20|--|--
--|57|gellvghhwmmrxz|guitqjngepg|56.36081|2023-02-13|Delivered|ekigfgwrxx|Credit|--|--
--|76|yicyrdkxbklf|lgmhl|27.537275|2023-04-14|Delivered|nvdltzvlmlft|Credit|--|--
--|53|yydweus|wgkpcaxp|86.02225|2023-04-22|Delivered|ijvtave|UPL|--|--
--|93|lxjglczq|uzjkqj|89.13946|2023-03-02|Delivered|qnpleitv|Credit|--|--
--|68|aprcfwwqxxorba|tlkpjrtopn|64.80213|2023-05-06|Delivered|rljbuka|UPL|--|--
--|28|ngqjizth|farfoxzlmx|80.78744|2023-04-05|Delivered|yqpsjiaavtfcqq|UPL|--|--
--|90|qfejpctfsktowh|pvufg|36.89007|2023-02-07|Delivered|mpqkg|Credit|--|--
--|23|zjyisd|qfoabvxrpybhff|15.187492|2023-01-05|Delivered|bkyfgbpmw|{classsize=0.20|--|--
--|0|pbaydvowyvkma|fihoef|56.559532|2023-04-05|Delivered|jxixciczefq|UPL|--|--
--|43|kmnxesxsxcxkh|vaava|92.640236|2023-03-18|Delivered|nqzwww|Credit|--|--
--|22|zifwwfzy|fanpfacbzit|51.539944|2023-05-21|Delivered|dhxaxw|{classsize=0.20|--|--
--|22|gwpnvdtovz|wjazunjbdszif|72.96075|2023-05-10|Delivered|pogpobinp|{classsize=0.20|--|--
--|86|unfcyjbrdjjloe|ssyvjpmefb|13.7387085|2023-03-21|Delivered|yvtvqabgzu|UPL|--|--
--|77|xmycazihg|yhbbevjqhshr|98.38131|2023-06-19|Delivered|rurgiwcka|{classsize=0.20|--|--
--|74|cgsidh|cctvzjeaxnm|70.828674|2023-02-17|Delivered|bxuwrrtopf|{classsize=0.20|--|--
--|25|jqzpmn|kkhtbjagy|33.452522|2023-08-07|Delivered|tqvymshxrckyy|{classsize=0.20|--|--
--|37|svagaqq|nmnuj|17.216671|2023-01-05|Delivered|oedash|UPL|--|--
--|12|jzkxk|vtpzukpwpjhj|12.958249|2023-01-05|Delivered|bisepyggcu|UPL|--|--
--|77|lredwzhzg|gjzzhnspbg|7.90886|2023-02-17|Delivered|emewdedtopq|Credit|--|--
--|41|qpmwfzzdel|jejevk|13.860157|2023-04-02|Delivered|ifbewl|{classsize=0.20|--|--
--|98|rtxyaojlmlimd|xpddfio|43.788345|2023-02-14|Delivered|zjjbepfxhh|UPL|--|--
--|15|azlcnbeccklzpb|kdxqjbklwh|92.28739|2023-05-12|Delivered|qphylfppfit|UPL|--|--
--|21|jumnwcg|obbwk|1.820817|2023-03-27|Delivered|ennbkxsmjqxrh|{classsize=0.20|--|--
--|16|velfiayf|mwuthwxwc|51.587074|2023-04-04|Delivered|whobcxnmlslhg|Credit|--|--
--|36|asbciel|hzyefjpyp|88.7038|2023-07-28|Delivered|rojuott|{classsize=0.20|--|--
--|51|humhebkrx|qneqsqxpen|32.451183|2023-07-24|Delivered|wpalkynyd|UPL|--|--
--|40|ymzpmueymx|pmkewbyv|21.47509|2023-01-12|Delivered|wcmygbrxval|Credit|--|--
--|73|snewmfnfkdng|uklzr|41.135494|2023-04-04|Delivered|lmoswsr|UPL|--|--
--|69|somwbjmtlhtjv|atgpahycrawnh|63.596107|2023-05-03|Delivered|ovfwllhfzkq|Credit|--|--
--|34|sujauzmerh|latrriwmov|56.78619|2023-05-24|Delivered|gtavclncghxvsg|{classsize=0.20|--|--
--|80|bkeog|nmbaqtqb|70.02565|2023-02-19|Delivered|cxqvo|UPL|--|--
--|28|xxjvhotdfptst|lbmlspravxq|83.889755|2023-01-07|Delivered|qrloed|UPL|--|--
--|38|gdrrgkwjyy|rgnmsklzavau|19.799835|2023-07-30|Delivered|njubitxjsgdft|Credit|--|--
--|1|hmmonjl|crowsclyydyav|40.86176|2023-03-30|Delivered|moncldng|{classsize=0.20|--|--
--|43|scyadxfzkwkuax|dvfkhggsprziy|39.633686|2023-07-29|Delivered|ssvnn|UPL|--|--
--|62|luursbojsmq|eqnyrfiivdm|0.7902521|2023-03-08|Delivered|xcvyrtomkv|{classsize=0.20|--|--
--|35|aqbhzkvr|emxyvb|47.060135|2023-05-27|Delivered|kttpclhrlhkfjw|Credit|--|--
--|46|bqyjjrqx|zkrpufcsxzxrmx|25.34925|2023-01-26|Delivered|ldpiltcq|UPL|--|--
--|55|cgnocpokhfcuo|abuifhnexwrpyy|66.621994|2023-07-03|Delivered|qavzsuygaftzz|UPL|--|--
--|53|bmgkn|geixrqrfq|57.898052|2023-06-22|Delivered|uaehvereucq|Credit|--|--
--|16|cgddyyddzhoh|vmzykuuxik|97.632484|2023-03-18|Delivered|qqxyjgqkmse|{classsize=0.20|--|--
--|69|ogmgjg|rjhtogrzgqal|66.78196|2023-06-06|Delivered|whvjqlhjbcraq|{classsize=0.20|--|--
--|45|afslazmsf|qpfampqfkqh|37.020065|2023-01-26|Delivered|risuxfkafmrri|UPL|--|--
--|77|zvpiho|ufpreiivhkkw|54.850044|2023-01-19|Delivered|cgqrkfgxdegr|{classsize=0.20|--|--
--|87|mhcrpydclt|bnhea|85.77304|2023-01-05|Delivered|ustncdl|{classsize=0.20|--|--
--|26|xbiwlsvrujqxsh|uiltqhnswuhvbg|76.20559|2023-05-05|Delivered|whgbiaus|UPL|--|--
--|72|scemnyhukpvlqy|qqoybt|92.499725|2023-03-16|Delivered|gbtelvzqsknxe|{classsize=0.20|--|--
--|63|xzwtv|untyxmmlwdrp|26.20479|2023-04-10|Delivered|mvjkbbtsjgy|{classsize=0.20|--|--
--|63|cgsiswmluygizp|stfmmpsamne|12.619626|2023-04-11|Delivered|heirda|Credit|--|--
--|13|zgdczb|ndmtvuveyqgs|95.71942|2023-03-13|Delivered|kziibshyjvlpg|{classsize=0.20|--|--
--|51|mjdmyhuclca|buqqveuguq|86.70144|2023-04-14|Delivered|heqqbr|UPL|--|--
--|84|jkwqrcqxg|xfzveoo|5.6789856|2023-04-30|Delivered|esjvmrythdgdu|Credit|--|--
--|75|wdjnmb|gmllhexbmnv|66.46332|2023-02-28|Delivered|qwyanolumnkr|{classsize=0.20|--|--
--|61|dqrchf|bujhvgrv|62.908073|2023-07-14|Delivered|pndrs|Credit|--|--
--|22|anydtzgjguiq|evpiw|41.951214|2023-02-01|Delivered|swpkccqjpeng|Credit|--|--
--|2|oeiddeactapcla|rvvixtgsp|3.2745054|2023-06-17|Delivered|fqvssgykpb|Credit|--|--
--|25|afnsndml|uyjnmueny|48.41071|2023-03-04|Delivered|czxudvksx|{classsize=0.20|--|--
--|31|wshbym|erbstjqgmxw|13.16387|2023-04-08|Delivered|xxdnvbrq|Credit|--|--
--|61|gltsmqbyfei|hvedclio|56.36818|2023-02-19|Delivered|pmsafblhrz|Credit|--|--
--|25|rycaqrgod|enrupla|45.296127|2023-03-17|Delivered|fddhgrrswkfxt|{classsize=0.20|--|--
--|17|xxrcmz|uxtedkipedrsm|73.436745|2023-01-23|Delivered|tpacgjlrwyuijz|Credit|--|--
--|12|bdkvzplvibohuw|ebfrabsehlyx|69.899864|2023-07-12|Delivered|oxtachgderd|Credit|--|--
--|29|fasecq|eduxlyakn|11.362717|2023-03-30|Delivered|iauxfg|UPL|--|--
--|34|fqenwzaiuurpqr|qmufbky|27.259853|2023-04-01|Delivered|vctrycpgvarmhn|{classsize=0.20|--|--
--|27|cbotpcswzodug|hdzbtsovemkme|96.828186|2023-06-22|Delivered|egxltsgku|Credit|--|--
--|63|vzwli|wkbjao|72.653496|2023-05-12|Delivered|dznpmjbkvzbzzp|{classsize=0.20|--|--
--|4|hamhaqmctbs|znoimqaqh|29.525274|2023-02-03|Delivered|mlelwetfh|{classsize=0.20|--|--
--|12|ixkcwrfq|miskrgb|29.691849|2023-04-17|Delivered|nerzwdgsjurbd|{classsize=0.20|--|--
--|73|mvllkm|uvjlmkxunyjcky|16.017775|2023-07-25|Delivered|yisihku|Credit|--|--
--|73|xjhkzpybl|znxxhmqmhmak|93.0808|2023-01-15|Delivered|jxyelodpxvnc|UPL|--|--
--|66|dmlyxb|entebyupuzujw|32.90578|2023-05-29|Delivered|yqjpwqy|{classsize=0.20|--|--
--|82|tpumrusvokyc|ldomb|46.81803|2023-02-27|Delivered|icdsbqne|{classsize=0.20|--|--
--|28|tduvhzfvarmgx|zwcosy|97.8089|2023-05-28|Delivered|myuomwwsq|Credit|--|--
--|28|sprcljbcgw|osnrc|88.84137|2023-05-11|Delivered|susyrr|{classsize=0.20|--|--
--|33|mvtena|mqtvsawb|51.683693|2023-04-17|Delivered|hxosreaihz|Credit|--|--
--|15|opnzoye|xdjdmfpps|78.14426|2023-03-31|Delivered|jvvjdvtb|{classsize=0.20|--|--
--|99|hokptq|yxnje|80.99099|2023-07-23|Delivered|pntgabwk|Credit|--|--
--|15|wzfwfroofrskbk|ptpvrgx|45.3738|2023-06-24|Delivered|zzxscrfeeqhp|UPL|--|--
--|93|uzcqw|ahorgctygoxabe|33.228657|2023-03-03|Delivered|wijzrdxpncvpaa|Credit|--|--
--|89|etjznake|ecpgaqfjehmwl|32.927162|2023-07-05|Delivered|wgecakg|UPL|--|--
--|84|lmesek|xvodnvwrsxwjm|4.3454885|2023-07-04|Delivered|clfcpfmt|Credit|--|--
--|11|hsmqdfyxnds|qpyvks|55.561863|2023-02-22|Delivered|fsuguxk|UPL|--|--
--|29|srvkcn|znjklznxrukg|1.5518119|2023-06-26|Delivered|lmmdrz|UPL|--|--
--|72|vvznvqs|vfcdpdvhi|97.53561|2023-01-09|Delivered|tibaramohrfi|{classsize=0.20|--|--
--|64|hnojiwd|dbyff|10.042458|2023-07-06|Delivered|jxyldlbxdcvyao|{classsize=0.20|--|--
--|41|vsvpbp|yvyyccmdw|87.29127|2023-01-19|Delivered|nnvyvkpaefrqh|Credit|--|--
--|64|nzrncarrelh|vqmputgztqou|17.147701|2023-06-06|Delivered|ijyijfuykg|UPL|--|--
--|85|nodhea|agifmvc|15.702729|2023-01-29|Delivered|ftfvk|UPL|--|--
--|76|rsliqvrqqrj|jhsiavwdtqb|72.42781|2023-02-04|Delivered|zerphtr|Credit|--|--
--|46|lmfylvkfpm|oasbltxjzkk|88.89703|2023-03-15|Delivered|aablaixwvtbeji|UPL|--|--
--|12|pfkfxh|nwutwhnj|87.22682|2023-05-19|Delivered|zuqzd|{classsize=0.20|--|--
--|4|zugexkchqstfd|toiazrqppy|31.668688|2023-06-03|Delivered|uedson|Credit|--|--
--|88|muqgbu|svaruica|2.2011604|2023-06-23|Delivered|mjnxt|Credit|--|--
--|44|wovdkxjxne|lddgxqvzejtb|82.501526|2023-07-13|Delivered|coxdbyebrjzyv|UPL|--|--
--|48|stbcmrkfgperg|hgfqbxrtpo|76.338776|2023-06-30|Delivered|ghtnvz|UPL|--|--
--|74|avjgzlkkewp|cxqltx|46.21395|2023-03-19|Delivered|kwzkejmxys|Credit|--|--
--|83|ibjujwugqdvdg|fydfavsirsgx|75.98432|2023-03-11|Delivered|yqibfp|Credit|--|--
--|14|hmotjzoga|hqsetkisfgv|95.24305|2023-08-04|Delivered|yqjsnlii|UPL|--|--
--|44|rndtci|dycgnedtqvzub|67.38611|2023-07-19|Delivered|zzxywpwntvmp|Credit|--|--
--|27|ihsrea|cxepffkkt|35.583263|2023-02-02|Delivered|vkpsswv|Credit|--|--
--|3|rirjoedtbuesrs|hvzdadqmp|41.280396|2023-03-01|Delivered|iuito|Credit|--|--
--|6|qjtgrkax|wzstl|78.39519|2023-03-28|Delivered|kaxprggaqv|{classsize=0.20|--|--
--|25|ddobxr|fqejekpcs|23.028671|2023-01-12|Delivered|xuzqrqs|UPL|--|--
--|43|yvkwo|kzhstr|83.30022|2023-02-05|Delivered|qygcckiukay|UPL|--|--
--|54|mpojkuf|crshktjllu|46.823513|2023-05-04|Delivered|mizzghacgv|{classsize=0.20|--|--
--|11|ispcoezarmcr|jvrwobgdeu|64.37659|2023-02-09|Delivered|pkpynauxfsvad|{classsize=0.20|--|--
--|84|dnlgomucldgk|gzvwwtvqrnzlby|97.47871|2023-07-29|Delivered|exgaruteoibylm|{classsize=0.20|--|--
--|94|fdgqzyfmogulu|elwslwlwxn|74.872444|2023-07-19|Delivered|zlkiprndbfiut|UPL|--|--
--|52|pzrxyggfse|xripkpcpk|48.319187|2023-01-28|Delivered|hpkfhxitncp|Credit|--|--
--|71|imclarnf|gadksgyxdbcm|11.651574|2023-01-19|Delivered|ycdlzaq|Credit|--|--
--|61|gkgakkqw|boautyqwuv|48.686493|2023-01-01|Delivered|bnxltuwxj|UPL|--|--
--|94|xkpxqqvvd|ugeqzrxmbgujid|5.387462|2023-02-27|Delivered|rxtkeung|Credit|--|--
--|75|evafj|dtqngjmdcw|39.575294|2023-01-13|Delivered|wwpoemb|Credit|--|--
--|15|pzkbibatpyro|hlgtckdv|87.521225|2023-07-27|Delivered|nnoxdbziay|Credit|--|--
--|88|mskclobvmn|pndnmirbq|0.9166617|2023-03-20|Delivered|wrekap|{classsize=0.20|--|--
--|40|ytogtckgr|ekzcblqgic|49.999107|2023-02-09|Delivered|npqmtez|Credit|--|--
--|44|bfndtfywea|obuzttacvtisu|59.02369|2023-04-09|Delivered|helgz|Credit|--|--
--|95|spygvq|accvilptwnqe|38.805145|2023-07-09|Delivered|geikcrbyp|UPL|--|--
--|5|owlzx|vavnnzjt|7.71509|2023-02-11|Delivered|oqinhfbw|UPL|--|--
--|77|qwjbyemd|hajeubicthq|47.30461|2023-02-19|Delivered|ahtlolsxjkg|UPL|--|--
--|2|bmjhyljpdb|swxrh|21.632414|2023-07-11|Delivered|wgfan|{classsize=0.20|--|--
--|88|fjjkdo|nvxjfcstij|0.41387227|2023-07-09|Delivered|fbaieexqzq|UPL|--|--
--|27|xfmspog|frlweauxmvpwlw|65.266464|2023-06-29|Delivered|wldvkw|UPL|--|--
--|34|qzzkt|komhdkag|45.612305|2023-07-08|Delivered|hnmdm|Credit|--|--
--|26|iizslakkfi|qrgkbx|26.208584|2023-06-04|Delivered|tqzrcebqiigkn|Credit|--|--
--|81|afwuqlqbgalxc|vlgixszkmdnpt|91.81187|2023-07-07|Delivered|wlbglnoxej|Credit|--|--
--|18|xeitrjkcnu|qmhuuvmbgi|26.142435|2023-07-31|Delivered|kguqhynunpa|{classsize=0.20|--|--
--|91|qyucpzva|hpgsw|62.09995|2023-06-08|Delivered|fhrrcfelcduzqf|UPL|--|--
--|48|msrwqcwbsgk|xwjfopg|88.09185|2023-02-20|Delivered|mkiptz|UPL|--|--
--|44|wrakbwhghzn|foyxhnwxelxyo|51.371166|2023-04-01|Delivered|kvllbnncw|UPL|--|--
--|91|oiynjx|nkfunqxu|63.44043|2023-06-25|Delivered|vleamnacxvv|UPL|--|--
--|43|ejlgg|cewiorvimbah|4.8636684|2023-08-02|Delivered|wwwmvtp|Credit|--|--
--|96|qjwxrdpmu|mrmodsy|47.238506|2023-05-17|Delivered|yxxfycaap|{classsize=0.20|--|--
--|57|zayiurzbvbk|tbqrf|58.61564|2023-05-09|Delivered|hbkscmv|{classsize=0.20|--|--
--|67|zgtuhfpjtasy|ulgrdxyxk|35.313053|2023-03-20|Delivered|hznvxbn|UPL|--|--
--|54|fvbmdgibv|wczacupah|7.857548|2023-07-16|Delivered|gaorvotu|Credit|--|--
--|45|qewxpd|bdwixccgtyawoa|1.6962292|2023-07-21|Delivered|xroikzhqau|UPL|--|--
--|40|gdoaet|lflnyxzprjr|94.35587|2023-08-06|Delivered|icgoh|Credit|--|--
--|22|wvzfqjplnulcl|wyatljuclpiil|99.88814|2023-08-02|Delivered|mewgorv|{classsize=0.20|--|--
--|50|xpqlbyyj|usism|28.723814|2023-05-30|Delivered|qaglauopo|Credit|--|--
--|96|obiaeebjupwh|krakojteie|16.469433|2023-07-02|Delivered|ghydinsu|UPL|--|--
--|19|uzemeptzjei|xxojvfdvhzsgqa|88.7147|2023-06-07|Delivered|alxqvrckj|UPL|--|--
--|74|hszincwtfkggo|rwldapivnr|30.579416|2023-03-31|Delivered|nlxlznm|UPL|--|--
--|7|kuswywlwrkaw|mbuqjvtrfc|59.51367|2023-03-27|Delivered|lxgrxdcuu|Credit|--|--
--|22|cisms|sgftguooexnqq|57.775238|2023-02-26|Delivered|vmktezecrn|Credit|--|--
--|77|lwpcnpi|jcrdvemo|7.043306|2023-02-06|Delivered|afmvmwig|Credit|--|--
--|35|wnoepkrwbl|mwuezoetfto|81.78781|2023-01-09|Delivered|ngxgfamthqbfab|Credit|--|--
--|32|dfsytvczmxra|aspbpz|0.29874715|2023-05-02|Delivered|diqrhvij|{classsize=0.20|--|--
--|63|mejfaypl|ghlhqsnlwmhlag|2.6900942|2023-02-01|Delivered|bpfdrvaicjz|UPL|--|--
--|30|ffiscqmnwho|aelxi|23.728027|2023-04-05|Delivered|znxrk|{classsize=0.20|--|--
--|8|yivrxcvuhgfsku|kaiketytny|54.99335|2023-03-21|Delivered|jpjbzczopwznxl|UPL|--|--
--|22|dwwnatl|hpowjwnu|45.67317|2023-02-15|Delivered|xvnptaqcfg|UPL|--|--
--|36|krivwdbkohw|kyxiqfxcsjqffe|74.187004|2023-05-23|Delivered|quwcfzvdqusuu|UPL|--|--
--|54|fuuwy|dmjexlcktbemky|33.887714|2023-06-29|Delivered|fbxnttmcmxvwo|UPL|--|--
--|77|neomhawmlli|mmbqsnkapb|15.237728|2023-05-08|Delivered|wjbnjto|{classsize=0.20|--|--
--|66|zewpayfu|auookxjihzlg|34.14627|2023-03-16|Delivered|xhelzvhpcch|{classsize=0.20|--|--
--|15|lrkgyzl|fubwlrxe|51.563385|2023-04-09|Delivered|pidkf|UPL|--|--
--|22|nzxjua|tqsklnqcywxksu|52.961754|2023-01-20|Delivered|loqxa|Credit|--|--
--|11|lbeepos|enwbxsq|7.997451|2023-06-18|Delivered|pphdji|Credit|--|--
--|96|fzswfhypbrd|xhxtkuoajkz|10.425903|2023-08-01|Delivered|ksqruhmcqn|Credit|--|--
--|74|rldzzwftwfyp|cqukzhj|6.2595396|2023-04-29|Delivered|whwsutyogvhvxf|UPL|--|--
--|63|yrmdyheqnrylam|rnxueqk|54.18871|2023-06-28|Delivered|rhadzhatikzr|{classsize=0.20|--|--
--|6|dmsppfnrlhuuk|ofzeustrintv|26.447645|2023-02-16|Delivered|vwwgnyiax|UPL|--|--
--|9|jjihkxflij|ysslz|50.592396|2023-06-26|Delivered|kzyuhvnfienuev|{classsize=0.20|--|--
--|99|dpkortpxag|zqiqgekhmppeed|13.067767|2023-02-09|Delivered|dvtkxslp|Credit|--|--
--|24|snwppa|ffwlqf|93.97556|2023-06-15|Delivered|kijbyd|Credit|--|--
--|93|psuemdoxk|qxygtsivxshwic|79.11648|2023-02-24|Delivered|lvbikvuogvd|UPL|--|--
--|20|gdoqwfwfwifubp|lrbehmkwhocjx|0.16312917|2023-07-05|Delivered|qmcugains|UPL|--|--
--|64|rxrmgpoaej|vobkfpstqe|86.73211|2023-04-22|Delivered|gtfhuu|{classsize=0.20|--|--
--|96|uruehelxfsxsv|hrjcljxobhys|75.157646|2023-01-21|Delivered|tkugz|Credit|--|--
--|19|nuumjnwpug|ggmjzkqnobse|7.930181|2023-04-05|Delivered|tulrvujtbqzg|UPL|--|--
--|83|tvxghx|qiopoahii|75.04774|2023-06-20|Delivered|rmudqza|{classsize=0.20|--|--
--|90|fpbpxcrognsz|fvvxwfjkabbbk|93.938675|2023-02-10|Delivered|abbjealzjjmycr|Credit|--|--
--|88|jrdnwycz|frvnlmoao|98.14911|2023-03-19|Delivered|ejjlnlzoi|UPL|--|--
--|96|xbjvccagywhf|asjkfywt|6.6487556|2023-02-16|Delivered|fdaphosudurbp|Credit|--|--
--|42|aknfrwz|miwygbbbdiokv|75.39393|2023-03-30|Delivered|umbbfuykpvdun|UPL|--|--
--|1|iounuerjefub|qfqlhbgqvm|90.696655|2023-05-26|Delivered|lqgoapml|UPL|--|--
--|58|yrkxy|jpuadxkea|49.98407|2023-06-05|Delivered|lbdxjg|Credit|--|--
--|53|krebom|bzfrzxtwcym|89.69224|2023-06-22|Delivered|izoakhvsghnra|UPL|--|--
--|57|uoevdrpboyake|bxhxnvq|62.323933|2023-03-17|Delivered|xtydgqg|Credit|--|--
--|8|prhnyppofz|afejny|35.109917|2023-07-30|Delivered|wnvnayvbo|Credit|--|--
--|6|pcemuagptzo|edxiywqbbcr|81.2484|2023-04-10|Delivered|udvic|Credit|--|--
--|69|gctwmt|nbdsnjfijwbnmu|61.357613|2023-07-18|Delivered|znynikjwy|{classsize=0.20|--|--
--|72|xqzzzhdlpte|jdunkhfntnfk|47.56159|2023-01-21|Delivered|vovqbqvhy|UPL|--|--
--|16|ntuasmb|huzeahiekhsby|25.53922|2023-06-03|Delivered|zitmfgebu|UPL|--|--
--|75|trzmee|pihoyvmx|20.90207|2023-07-31|Delivered|hhouicskz|Credit|--|--
--|4|fudfnveywwa|zpeixjxzzb|35.426388|2023-01-05|Delivered|jebfopyzuzkki|{classsize=0.20|--|--
--|40|blxluog|ntzzdpjqb|45.950035|2023-04-22|Delivered|cbqvhg|UPL|--|--
--|52|ulrlyh|dqytjjspo|14.155095|2023-01-13|Delivered|hytgem|{classsize=0.20|--|--
--|14|aaqqbovzsdx|oaebt|78.99221|2023-03-10|Delivered|zzwyiuensryz|Credit|--|--
